customer_id,date,amount,product,purchase_freq_hint
TW-125597,2017-11-01,23.35,Core,0.845
TW-125597,2017-11-02,24.38,Plus,0.319
TW-125598,2017-11-02,43.52,Premium,0.973
TW-125598,2017-11-01,24.45,Premium,0.387
TW-125598,2017-11-02,24.87,Plus,0.289
TW-125599,2017-11-01,31.62,Core,0.218
TW-125599,2017-11-01,42.63,Premium,0.054
TW-125599,2017-11-01,34.75,Plus,0.514
TW-125599,2017-11-01,20.05,Premium,0.557
TW-125600,2017-11-02,30.81,Plus,0.15
TW-125601,2017-11-01,20.72,Premium,0.344
TW-125602,2017-11-01,27.3,Core,0.479
TW-125603,2017-11-01,25.1,Plus,0.542
TW-125604,2017-11-02,41.82,AddOn,0.703
TW-125604,2017-11-02,24.02,AddOn,0.367
TW-125605,2017-11-01,27.54,Core,0.103
TW-125605,2017-11-02,39.32,Plus,0.057
TW-125605,2017-11-02,23.83,Core,0.237
TW-125605,2017-11-02,23.44,Premium,0.428
TW-125605,2017-11-04,25.49,Premium,0.211
TW-125606,2017-11-02,24.9,AddOn,0.95
TW-125606,2017-11-02,42.46,Core,0.735
TW-125608,2017-11-02,21.06,Core,0.544
TW-125608,2017-11-01,38.77,Core,0.531
TW-125608,2017-11-01,37.3,Core,0.512
TW-125609,2017-11-01,33.42,Core,0.184
TW-125609,2017-11-02,22.28,Plus,0.34
TW-125609,2017-11-01,38.06,Plus,0.109
TW-125609,2017-11-02,39.81,Core,0.247
TW-125610,2017-11-01,26.71,AddOn,0.374
TW-125611,2017-11-01,22.68,AddOn,0.856
TW-125611,2017-11-01,35.67,Plus,0.768
TW-125611,2017-11-01,25.13,Plus,0.89
TW-125611,2017-11-01,23.76,AddOn,0.284
TW-125612,2017-11-02,22.57,AddOn,0.327
TW-125612,2017-11-01,21.95,Premium,0.074
TW-125612,2017-11-02,27.1,Plus,0.062
TW-125612,2017-11-01,23.7,AddOn,0.217
TW-125613,2017-11-02,37.03,Core,0.455
TW-125613,2017-11-01,28.56,AddOn,0.345
TW-125613,2017-11-01,27.62,Premium,0.42
TW-125613,2017-11-02,18.61,AddOn,0.933
TW-125614,2017-11-01,31.33,AddOn,0.558
TW-125614,2017-11-02,38.91,Premium,0.468
TW-125615,2017-11-02,39.11,Premium,0.417
TW-125616,2017-11-01,22.71,Premium,0.353
TW-125617,2017-11-01,39.17,Core,0.545
TW-125617,2017-11-02,27.44,Plus,0.898
TW-125618,2017-11-02,35.92,Core,0.283
TW-125618,2017-11-02,35.86,AddOn,0.707
TW-125618,2017-11-01,41.81,Plus,0.367
TW-125619,2017-11-02,21.49,Core,0.072
TW-125619,2017-11-01,19.73,Plus,0.833
TW-125619,2017-11-01,32.37,Premium,0.062
TW-125619,2017-11-02,36.01,Plus,0.574
TW-125620,2017-11-02,22.89,AddOn,0.35
TW-125620,2017-11-02,24.09,AddOn,0.396
TW-125620,2017-11-01,24.74,AddOn,0.7
TW-125621,2017-11-02,22.9,Premium,0.772
TW-125621,2017-11-01,22.58,Plus,0.912
TW-125621,2017-11-02,18.54,AddOn,0.742
TW-125622,2017-11-02,30.62,Premium,0.495
TW-125622,2017-11-01,36.76,AddOn,0.575
TW-125623,2017-11-01,18.02,Plus,0.198
TW-125623,2017-11-02,20.99,Core,0.887
TW-125624,2017-11-02,35.36,Premium,0.064
TW-125625,2017-11-01,31.39,Plus,0.619
TW-125626,2017-11-01,42.73,Core,0.389
TW-125626,2017-11-02,46.69,Core,0.581
TW-125626,2017-11-01,46.46,Plus,0.944
TW-125626,2017-11-02,46.57,Premium,0.451
TW-125626,2017-11-01,42.98,AddOn,0.915
TW-125626,2017-11-02,32.59,AddOn,0.89
TW-125627,2017-11-03,35.19,Premium,0.928
TW-125627,2017-11-03,33.16,Premium,0.997
TW-125627,2017-11-03,36.83,Premium,0.763
TW-125627,2017-11-03,23.17,AddOn,0.983
TW-125629,2017-11-01,37.45,Core,0.756
TW-125629,2017-11-02,38.56,Plus,0.454
TW-125629,2017-11-02,28.23,Plus,0.235
TW-125630,2017-11-04,34.04,Core,0.786
TW-125630,2017-11-06,31.87,Core,0.929
TW-125631,2017-11-02,38.86,Premium,0.544
TW-125631,2017-11-01,29.18,Core,0.513
TW-125631,2017-11-02,21.4,Premium,0.244
TW-125631,2017-11-02,34.31,Plus,0.27
TW-125632,2017-11-01,24.76,Core,0.103
TW-125632,2017-11-01,28.12,Core,0.833
TW-125632,2017-11-02,29.87,Plus,0.694
TW-125634,2017-10-30,31.65,Premium,0.326
TW-125634,2017-10-31,30.94,Core,0.307
TW-125634,2017-10-30,36.1,Plus,0.687
TW-125635,2017-11-01,20.38,AddOn,0.419
TW-125636,2017-11-01,31.14,Core,0.969
TW-125636,2017-11-01,30.89,Premium,0.894
TW-125636,2017-11-01,30.0,Core,0.279
TW-125636,2017-11-02,30.12,Premium,0.863
TW-125637,2017-11-02,30.84,AddOn,0.102
TW-125637,2017-11-01,27.97,AddOn,0.633
TW-125637,2017-11-01,22.72,Core,0.774
TW-125637,2017-11-01,24.81,Plus,0.703
TW-125638,2017-11-02,17.51,Plus,0.81
TW-125638,2017-11-02,23.15,Plus,0.756
TW-125638,2017-11-02,35.58,AddOn,0.781
TW-125639,2017-11-01,34.79,Plus,0.341
TW-125639,2017-11-01,23.26,Core,0.599
TW-125639,2017-11-01,31.23,Plus,0.238
TW-125639,2017-11-02,28.02,AddOn,0.398
TW-12564,2017-11-01,20.31,Core,0.314
TW-12564,2017-11-02,22.44,Premium,0.882
TW-12564,2017-11-02,20.88,Premium,0.242
TW-125640,2017-11-01,42.75,Plus,0.969
TW-125640,2017-11-01,45.89,AddOn,0.929
TW-125640,2017-11-01,29.65,Premium,0.914
TW-125640,2017-11-01,35.93,Plus,0.444
TW-125640,2017-11-02,34.06,Premium,0.212
TW-125641,2017-11-01,37.31,AddOn,0.305
TW-125641,2017-11-01,18.79,Premium,0.764
TW-125641,2017-11-02,21.77,AddOn,0.34
TW-125641,2017-11-01,35.1,Premium,0.115
TW-125642,2017-11-01,29.77,Plus,0.382
TW-125642,2017-11-02,26.94,Core,0.914
TW-125642,2017-11-01,20.71,Premium,0.186
TW-125642,2017-11-01,19.19,Plus,0.207
TW-125643,2017-11-01,33.17,Premium,0.977
TW-125643,2017-11-02,20.25,Plus,0.487
TW-125643,2017-11-02,30.67,Core,0.505
TW-125644,2017-11-01,37.11,Premium,0.772
TW-125644,2017-11-01,36.87,Core,0.35
TW-125644,2017-11-01,18.95,AddOn,0.749
TW-125645,2017-11-23,24.54,Core,0.779
TW-125645,2017-11-22,41.2,Core,0.26
TW-125645,2017-11-22,25.39,Plus,0.292
TW-125645,2017-11-23,42.66,Premium,0.612
TW-125645,2017-11-23,34.87,Core,0.216
TW-125646,2017-11-23,23.68,AddOn,0.86
TW-125647,2017-11-01,26.28,Premium,0.846
TW-125647,2017-11-02,25.32,Plus,0.169
TW-125647,2017-11-02,20.58,AddOn,0.95
TW-125647,2017-11-01,36.22,Premium,0.511
TW-125648,2017-10-31,30.02,AddOn,0.498
TW-125648,2017-11-01,24.94,Core,0.08
TW-125649,2017-11-01,35.94,Premium,0.263
TW-125649,2017-11-02,38.65,Core,0.33
TW-125649,2017-11-01,33.27,Premium,0.627
TW-125649,2017-11-01,30.88,Core,0.785
TW-125650,2017-11-02,27.12,Plus,0.556
TW-125650,2017-11-01,31.03,AddOn,0.78
TW-125651,2017-11-01,33.18,Plus,0.55
TW-125651,2017-11-02,24.71,Core,0.725
TW-125651,2017-11-02,35.37,Premium,0.371
TW-125651,2017-11-01,23.11,Premium,0.707
TW-125653,2017-11-01,24.71,Premium,0.096
TW-125653,2017-11-01,27.3,AddOn,0.116
TW-125654,2017-11-02,41.68,Plus,0.486
TW-125654,2017-11-01,32.27,Plus,0.397
TW-125654,2017-11-01,37.27,Core,0.807
TW-125655,2017-11-02,24.89,Plus,0.497
TW-125655,2017-11-02,34.46,Plus,0.424
TW-125656,2017-11-02,31.38,AddOn,0.751
TW-125656,2017-11-01,34.68,Premium,0.591
TW-125656,2017-11-01,19.9,Premium,0.554
TW-125657,2017-11-30,23.82,AddOn,0.617
TW-125658,2017-11-02,24.68,Plus,0.91
TW-125658,2017-11-01,25.49,Core,0.652
TW-125658,2017-11-01,22.79,AddOn,0.346
TW-125659,2017-11-02,21.17,Plus,0.089
TW-125659,2017-11-01,37.46,Plus,0.494
TW-125660,2017-11-02,20.7,AddOn,0.085
TW-125660,2017-11-01,36.71,Plus,0.119
TW-125660,2017-11-02,21.76,Plus,0.732
TW-125660,2017-11-01,31.31,Plus,0.057
TW-125661,2017-11-01,20.4,Core,0.667
TW-125661,2017-11-02,31.45,Core,0.075
TW-125661,2017-11-01,27.54,Plus,0.524
TW-125662,2017-11-03,29.91,Core,0.835
TW-125663,2017-11-03,18.61,Premium,0.939
TW-125663,2017-11-04,38.41,Plus,0.459
TW-125663,2017-11-03,23.93,AddOn,0.249
TW-125664,2017-11-02,28.41,Premium,0.133
TW-125664,2017-11-02,30.04,Premium,0.312
TW-125664,2017-11-01,27.43,Core,0.967
TW-125664,2017-11-01,26.18,AddOn,0.806
TW-125665,2017-11-02,42.79,Premium,0.331
TW-125665,2017-11-02,43.84,Core,0.177
TW-125666,2017-11-02,41.11,Plus,0.664
TW-125666,2017-11-01,26.27,Premium,0.747
TW-125668,2017-11-01,20.75,Plus,0.543
TW-125668,2017-11-02,39.32,Core,0.719
TW-125668,2017-11-01,21.46,Plus,0.247
TW-125669,2017-11-02,39.48,Core,0.668
TW-125670,2017-11-02,21.9,Core,0.137
TW-125671,2017-11-23,36.95,Core,0.219
TW-125671,2017-11-22,37.81,AddOn,0.086
TW-125671,2017-11-22,29.73,AddOn,0.635
TW-125671,2017-11-23,32.44,AddOn,0.966
TW-125672,2017-11-02,23.08,Core,0.417
TW-125672,2017-11-02,20.09,Premium,0.098
TW-125673,2017-11-30,17.57,Premium,0.216
TW-125673,2017-12-01,38.42,AddOn,0.622
TW-125674,2017-12-01,27.81,Premium,0.471
TW-125674,2017-11-30,18.29,AddOn,0.549
TW-125674,2017-11-30,28.93,AddOn,0.388
TW-125674,2017-12-01,33.43,Premium,0.81
TW-125675,2017-11-02,23.86,Plus,0.89
TW-125675,2017-11-02,20.1,Core,0.303
TW-125675,2017-11-01,17.66,Premium,0.236
TW-125675,2017-11-02,29.91,Plus,0.743
TW-125676,2017-11-02,21.93,Premium,0.267
TW-125676,2017-11-02,30.8,Core,0.491
TW-125676,2017-11-01,28.13,Premium,0.296
TW-125677,2017-11-02,33.73,AddOn,0.57
TW-125677,2017-11-02,25.44,Premium,0.648
TW-125677,2017-11-02,35.05,Core,0.369
TW-125677,2017-11-01,27.16,AddOn,0.934
TW-125678,2017-11-01,25.35,Premium,0.888
TW-125678,2017-11-02,29.97,AddOn,0.382
TW-125678,2017-11-01,37.42,Premium,0.733
TW-125679,2017-11-02,18.22,Plus,0.693
TW-125679,2017-11-01,28.34,Plus,0.917
TW-125680,2017-11-26,25.28,Core,0.085
TW-125680,2017-11-26,26.67,AddOn,0.335
TW-125680,2017-11-26,36.39,Premium,0.652
TW-125681,2017-11-27,27.67,Plus,0.526
TW-125682,2017-11-26,20.4,AddOn,0.233
TW-125683,2017-11-26,34.25,Premium,0.247
TW-125683,2017-11-26,37.81,Core,0.074
TW-125683,2017-11-26,19.04,Plus,0.454
TW-125683,2017-11-27,37.93,Core,0.349
TW-125684,2017-11-27,27.28,Core,0.693
TW-125684,2017-11-27,34.29,Core,0.352
TW-125685,2017-11-26,40.17,Plus,0.355
TW-125685,2017-11-27,26.36,Core,0.362
TW-125685,2017-11-27,23.98,Core,0.1
TW-125685,2017-11-27,41.94,Core,0.631
TW-125685,2017-11-27,39.32,Plus,0.619
TW-125686,2017-11-26,31.32,Premium,0.123
TW-125686,2017-11-27,39.53,Premium,0.514
TW-125686,2017-11-26,18.0,Core,0.408
TW-125687,2017-11-27,35.85,AddOn,0.942
TW-125687,2017-11-26,38.42,Premium,0.08
TW-125688,2017-11-27,41.64,Premium,0.717
TW-125688,2017-11-27,40.56,Core,0.286
TW-125688,2017-11-26,44.89,Premium,0.148
TW-125688,2017-11-26,38.25,Core,0.835
TW-125688,2017-11-26,35.53,AddOn,0.73
TW-125689,2017-11-26,33.32,Premium,0.111
TW-125689,2017-11-26,39.96,Core,0.773
TW-125689,2017-11-26,34.83,Core,0.361
TW-125689,2017-11-27,41.8,Premium,0.47
TW-125689,2017-11-26,29.86,Premium,0.546
TW-125690,2017-11-27,21.34,Premium,0.664
TW-125691,2017-11-26,40.37,AddOn,0.223
TW-125691,2017-11-26,34.03,Premium,0.947
TW-125691,2017-11-25,37.28,Premium,0.428
TW-125692,2017-11-26,20.49,Core,0.562
TW-125692,2017-11-27,19.22,Premium,0.778
TW-125692,2017-11-26,20.72,Plus,0.485
TW-125692,2017-11-27,19.03,Plus,0.227
TW-125693,2017-11-26,29.29,Core,0.192
TW-125693,2017-11-26,32.46,Core,0.153
TW-125693,2017-11-26,35.56,AddOn,0.878
TW-125693,2017-11-27,29.63,Premium,0.7
TW-125694,2017-11-26,35.48,AddOn,0.176
TW-125694,2017-11-25,32.58,AddOn,0.981
TW-125695,2017-11-27,32.22,Core,0.808
TW-125696,2017-11-25,32.42,Premium,0.956
TW-125697,2017-11-26,20.03,Core,0.339
TW-125697,2017-11-26,20.62,Core,0.415
TW-125697,2017-11-26,19.05,Core,0.967
TW-125697,2017-11-27,24.44,Premium,0.164
TW-125698,2017-11-25,30.78,Premium,0.589
TW-125698,2017-11-25,27.57,Premium,0.448
TW-125699,2017-11-25,21.35,Premium,0.253
TW-125699,2017-11-25,30.95,Plus,0.785
TW-125699,2017-11-25,34.87,Core,0.483
TW-125700,2017-11-16,18.64,Plus,0.691
TW-125700,2017-11-17,36.68,Premium,0.826
TW-125701,2017-11-26,33.79,Core,0.211
TW-125702,2017-11-23,23.56,Premium,0.664
TW-125702,2017-11-22,29.3,Core,0.637
TW-125703,2017-11-26,35.91,Premium,0.86
TW-125704,2017-11-26,36.17,Plus,0.274
TW-125704,2017-11-26,37.14,AddOn,0.899
TW-125704,2017-11-27,25.43,Plus,0.528
TW-125704,2017-11-26,38.99,AddOn,0.456
TW-125705,2017-11-26,30.99,Premium,0.656
TW-125705,2017-11-27,41.58,AddOn,0.282
TW-125705,2017-11-26,32.63,Premium,0.268
TW-125706,2017-11-25,50.89,AddOn,0.982
TW-125706,2017-11-22,32.7,Core,0.063
TW-125706,2017-11-23,29.05,AddOn,0.937
TW-125706,2017-11-22,53.12,Premium,0.418
TW-125706,2017-11-24,49.73,Premium,0.963
TW-125706,2017-11-23,26.47,Premium,0.411
TW-125707,2017-11-01,36.36,AddOn,0.358
TW-125707,2017-11-01,33.42,Core,0.583
TW-125708,2017-11-01,35.95,Core,0.521
TW-125708,2017-11-02,21.34,Plus,0.649
TW-125708,2017-11-02,37.77,AddOn,0.794
TW-125709,2017-10-29,20.8,Premium,0.811
TW-125709,2017-10-30,20.68,Premium,0.698
TW-125710,2017-11-02,27.93,AddOn,0.896
TW-125710,2017-11-01,40.35,Core,0.65
TW-125710,2017-11-02,19.97,Plus,0.842
TW-125711,2017-11-01,29.99,AddOn,0.388
TW-125711,2017-11-01,30.28,Plus,0.834
TW-125711,2017-11-01,22.48,AddOn,0.287
TW-125712,2017-11-02,27.74,Plus,0.165
TW-125712,2017-11-01,21.58,Plus,0.078
TW-125713,2017-11-01,31.34,AddOn,0.832
TW-125713,2017-11-02,41.01,Plus,0.452
TW-125714,2017-11-01,33.68,Premium,0.341
TW-125714,2017-11-02,17.51,Plus,0.297
TW-125715,2017-11-01,29.0,Core,0.371
TW-125717,2017-11-23,28.05,Core,0.467
TW-125718,2017-11-22,29.07,Premium,0.454
TW-125719,2017-11-22,34.78,AddOn,0.648
TW-125719,2017-11-23,31.88,Premium,0.759
TW-125719,2017-11-22,39.12,Plus,0.924
TW-125720,2017-10-30,20.48,Core,0.684
TW-125721,2017-10-30,41.53,Plus,0.671
TW-125722,2017-10-30,26.83,Core,0.697
TW-125722,2017-10-30,30.29,Core,0.957
TW-125723,2017-10-30,30.89,Core,0.844
TW-125723,2017-10-31,20.88,Plus,0.576
TW-125724,2017-10-30,31.67,Premium,0.803
TW-125724,2017-10-31,18.71,Premium,0.505
TW-125724,2017-10-31,17.68,Premium,0.335
TW-125725,2017-11-01,24.54,Plus,0.796
TW-125726,2017-10-31,20.5,Premium,0.738
TW-125726,2017-10-31,18.46,Premium,0.575
TW-125726,2017-10-31,31.91,Premium,0.705
TW-125726,2017-10-30,23.03,Core,0.834
TW-125727,2017-10-31,35.62,AddOn,0.942
TW-125727,2017-10-30,27.8,Premium,0.329
TW-125727,2017-10-30,35.15,AddOn,0.871
TW-125728,2017-10-31,37.68,Plus,0.468
TW-125728,2017-11-01,41.68,Plus,0.309
TW-125728,2017-10-31,32.26,Core,0.778
TW-125729,2017-11-22,35.33,AddOn,0.537
TW-125729,2017-11-23,38.99,Core,0.593
TW-125729,2017-11-22,37.17,Plus,0.835
TW-125730,2017-11-23,23.28,Premium,0.905
TW-125730,2017-11-23,18.51,Plus,0.27
TW-125731,2017-11-02,33.49,AddOn,0.134
TW-125731,2017-11-02,34.61,Premium,0.174
TW-125731,2017-11-02,27.33,AddOn,0.727
TW-125732,2017-11-01,32.67,Plus,0.922
TW-125732,2017-11-01,36.99,Plus,0.384
TW-125733,2017-11-08,22.15,Core,0.757
TW-125733,2017-11-17,21.57,Plus,0.409
TW-125733,2017-11-22,33.78,Premium,0.529
TW-125734,2017-11-01,34.4,AddOn,0.406
TW-125734,2017-11-02,31.77,Plus,0.884
TW-125734,2017-11-02,21.03,AddOn,0.64
TW-125734,2017-11-01,23.6,AddOn,0.526
TW-125735,2017-11-01,39.05,Premium,0.231
TW-125735,2017-10-31,42.88,Core,0.156
TW-125735,2017-11-01,39.68,AddOn,0.77
TW-125736,2017-11-01,33.11,AddOn,0.679
TW-125737,2017-11-02,33.48,Premium,0.73
TW-125737,2017-11-02,19.9,Premium,0.678
TW-125737,2017-11-01,35.25,Plus,0.364
TW-125737,2017-11-01,27.4,Premium,0.4
TW-125738,2017-11-01,41.06,Core,0.427
TW-125738,2017-11-01,21.55,AddOn,0.949
TW-125738,2017-11-02,26.56,AddOn,0.085
TW-125738,2017-11-01,25.19,Plus,0.784
TW-125738,2017-11-02,22.34,Core,0.677
TW-125739,2017-11-02,18.24,Core,0.629
TW-125739,2017-11-01,23.74,Core,0.638
TW-125740,2017-11-02,34.93,Premium,0.117
TW-125740,2017-11-02,20.38,Core,0.978
TW-125740,2017-11-02,26.26,Plus,0.306
TW-125741,2017-11-02,23.39,Plus,0.155
TW-125741,2017-11-02,35.6,Premium,0.388
TW-125741,2017-11-02,19.67,Premium,0.206
TW-125741,2017-11-01,37.3,AddOn,0.331
TW-125742,2017-11-02,36.44,AddOn,0.789
TW-125742,2017-11-02,38.45,Core,0.469
TW-125742,2017-11-02,26.34,AddOn,0.921
TW-125742,2017-11-01,22.75,Core,0.062
TW-125744,2017-11-01,31.51,AddOn,0.111
TW-125744,2017-11-02,26.33,AddOn,0.779
TW-125745,2017-11-01,34.58,Premium,0.788
TW-125745,2017-11-01,23.83,Core,0.903
TW-125745,2017-11-01,38.88,Premium,0.97
TW-125746,2017-11-01,32.43,AddOn,0.667
TW-125746,2017-11-02,20.08,Core,0.498
TW-125746,2017-11-02,31.97,Core,0.21
TW-125747,2017-11-01,18.62,Plus,0.593
TW-125747,2017-11-01,23.1,Core,0.764
TW-125747,2017-11-02,25.2,Core,0.764
TW-125747,2017-11-02,34.16,AddOn,0.618
TW-125748,2017-11-27,34.12,Plus,0.418
TW-125748,2017-11-27,21.08,AddOn,0.524
TW-125749,2017-11-02,27.94,AddOn,0.657
TW-125749,2017-11-02,19.61,AddOn,0.325
TW-125749,2017-11-01,37.4,Plus,0.167
TW-125749,2017-11-02,19.82,AddOn,0.983
TW-125750,2017-11-01,18.32,Premium,0.932
TW-125750,2017-11-02,27.68,Core,0.234
TW-125750,2017-11-02,38.77,AddOn,0.893
TW-125750,2017-11-02,36.3,Premium,0.365
TW-125751,2017-11-01,26.36,AddOn,0.973
TW-125751,2017-11-01,30.83,Core,0.573
TW-125751,2017-11-01,23.27,Plus,0.793
TW-125752,2017-11-10,37.86,Plus,0.229
TW-125752,2017-11-16,27.79,AddOn,0.307
TW-125752,2017-11-10,23.11,Core,0.81
TW-125753,2017-11-01,45.99,Plus,0.075
TW-125753,2017-11-02,29.61,AddOn,0.688
TW-125754,2017-11-02,22.34,Premium,0.858
TW-125754,2017-11-01,22.54,AddOn,0.705
TW-125754,2017-11-01,22.32,Core,0.486
TW-125755,2017-11-01,18.85,Plus,0.33
TW-125755,2017-11-02,34.1,Plus,0.525
TW-125755,2017-11-01,19.32,AddOn,0.535
TW-125756,2017-11-01,29.37,Core,0.343
TW-125757,2017-11-01,35.75,Premium,0.578
TW-125758,2017-11-01,25.61,Plus,0.574
TW-125758,2017-11-02,35.72,Core,0.24
TW-125758,2017-11-02,38.07,Core,0.389
TW-125758,2017-11-02,21.68,Plus,0.694
TW-125759,2017-11-02,24.76,AddOn,0.561
TW-125759,2017-11-02,34.81,Premium,0.861
TW-125759,2017-11-01,24.16,Premium,0.528
TW-125760,2017-11-02,39.28,Core,0.089
TW-125760,2017-11-02,34.18,AddOn,0.541
TW-125760,2017-11-01,33.96,Premium,0.815
TW-125761,2017-11-02,23.57,Plus,0.979
TW-125761,2017-11-01,21.72,Core,0.9
TW-125761,2017-11-02,19.63,Plus,0.613
TW-125761,2017-11-02,28.78,Plus,0.619
TW-125763,2017-11-07,21.08,Plus,0.845
TW-125763,2017-11-02,21.69,Plus,0.362
TW-125763,2017-11-07,33.3,AddOn,0.351
TW-125763,2017-11-02,31.53,Core,0.41
TW-125764,2017-11-02,23.38,AddOn,0.084
TW-125764,2017-11-01,35.03,AddOn,0.16
TW-125764,2017-11-01,37.79,Core,0.213
TW-125764,2017-11-01,38.54,Plus,0.591
TW-125765,2017-11-02,19.35,Core,0.237
TW-125765,2017-11-01,27.93,Core,0.898
TW-125765,2017-11-02,21.97,Core,0.472
TW-125765,2017-11-01,24.31,Plus,0.831
TW-125766,2017-11-01,19.2,AddOn,0.925
TW-125767,2017-11-02,27.98,Core,0.49
TW-125767,2017-11-02,25.84,Plus,0.611
TW-125767,2017-11-01,21.34,AddOn,0.677
TW-125769,2017-11-27,31.26,Premium,0.636
TW-125769,2017-11-27,31.6,AddOn,0.313
TW-125769,2017-11-26,26.38,Premium,0.872
TW-125769,2017-11-26,24.75,Plus,0.124
TW-125770,2017-11-26,30.66,Plus,0.977
TW-125771,2017-11-27,34.55,Premium,0.125
TW-125772,2017-11-26,26.11,Core,0.498
TW-125772,2017-11-27,23.07,AddOn,0.709
TW-125772,2017-11-27,26.6,Core,0.184
TW-125773,2017-11-26,36.41,Premium,0.721
TW-125773,2017-11-27,19.59,Premium,0.083
TW-125773,2017-11-27,27.24,Premium,0.447
TW-125773,2017-11-27,21.35,Plus,0.582
TW-125774,2017-11-26,20.2,Premium,0.525
TW-125774,2017-11-27,24.36,Core,0.857
TW-125774,2017-11-27,25.53,Premium,0.612
TW-125774,2017-11-27,24.6,Core,0.639
TW-125775,2017-11-27,41.41,AddOn,0.623
TW-125775,2017-11-27,24.77,Premium,0.76
TW-125775,2017-11-26,44.06,AddOn,0.26
TW-125775,2017-11-27,43.54,Premium,0.734
TW-125776,2017-11-26,19.53,Plus,0.659
TW-125776,2017-11-27,37.79,Core,0.599
TW-125777,2017-11-26,31.53,AddOn,0.411
TW-125778,2017-11-26,19.71,Premium,0.376
TW-125778,2017-11-26,30.14,Plus,0.986
TW-125778,2017-11-27,19.68,AddOn,0.08
TW-125779,2017-11-26,32.03,Plus,0.445
TW-125779,2017-11-26,18.98,AddOn,0.657
TW-125780,2017-11-02,24.11,Plus,0.78
TW-125780,2017-11-02,27.47,Plus,0.151
TW-125780,2017-11-01,36.39,Premium,0.222
TW-125780,2017-11-02,32.5,Core,0.97
TW-125780,2017-11-02,39.15,Core,0.395
TW-125781,2017-11-02,22.6,Premium,0.88
TW-125782,2017-11-02,26.26,Plus,0.705
TW-125782,2017-11-02,39.81,Premium,0.962
TW-125782,2017-11-02,40.77,AddOn,0.931
TW-125782,2017-11-02,34.82,Premium,0.4
TW-125782,2017-11-02,21.93,Plus,0.171
TW-125783,2017-11-02,30.55,Core,0.293
TW-125783,2017-11-02,24.02,Core,0.581
TW-125784,2017-11-05,27.26,Plus,0.295
TW-125784,2017-11-07,37.25,Plus,0.119
TW-125785,2017-11-02,38.7,Plus,0.752
TW-125786,2017-11-02,19.21,AddOn,0.674
TW-125787,2017-11-01,28.15,Premium,0.921
TW-125788,2017-11-02,20.9,Plus,0.977
TW-125790,2017-11-02,34.23,AddOn,0.904
TW-125790,2017-11-02,44.97,Premium,0.757
TW-125790,2017-11-02,40.11,Core,0.454
TW-125790,2017-11-01,29.56,Plus,0.444
TW-125791,2017-11-01,33.19,Core,0.755
TW-125791,2017-11-02,28.88,Plus,0.628
TW-125791,2017-11-01,40.77,Plus,0.722
TW-125792,2017-11-01,22.41,Plus,0.211
TW-125792,2017-11-01,25.63,Core,0.108
TW-125792,2017-11-02,20.77,Premium,0.82
TW-125792,2017-11-02,36.61,Plus,0.065
TW-125793,2017-11-06,34.97,Premium,0.183
TW-125794,2017-11-02,32.48,AddOn,0.527
TW-125794,2017-11-01,31.52,Premium,0.052
TW-125794,2017-11-02,36.06,AddOn,0.599
TW-125795,2017-11-02,35.41,Premium,0.947
TW-125795,2017-11-01,38.32,Premium,0.617
TW-125795,2017-11-01,32.22,Core,0.836
TW-125796,2017-11-01,35.7,Premium,0.314
TW-125796,2017-11-01,37.23,Plus,0.706
TW-125796,2017-11-02,27.58,AddOn,0.547
TW-125796,2017-11-02,32.08,Core,0.617
TW-125797,2017-11-23,33.51,Plus,0.546
TW-125797,2017-11-11,43.13,Plus,0.496
TW-125797,2017-11-13,27.9,Premium,0.707
TW-125798,2017-11-23,21.5,Core,0.58
TW-125798,2017-11-17,26.15,Premium,0.063
TW-125798,2017-11-23,21.72,Premium,0.56
TW-125798,2017-11-23,29.99,AddOn,0.202
TW-125799,2017-11-02,20.83,Plus,0.551
TW-125799,2017-11-02,27.53,Core,0.236
TW-125799,2017-11-02,25.59,AddOn,0.647
TW-125799,2017-11-01,32.44,Plus,0.892
TW-125800,2017-11-02,40.97,Plus,0.377
TW-125800,2017-11-02,31.2,Premium,0.681
TW-125801,2017-11-01,33.89,Core,0.749
TW-125801,2017-11-01,31.55,AddOn,0.89
TW-125802,2017-11-01,28.02,Plus,0.119
TW-125802,2017-11-02,38.91,Plus,0.718
TW-125802,2017-11-01,27.63,Premium,0.514
TW-125802,2017-11-02,44.91,AddOn,0.618
TW-125802,2017-11-02,35.06,Core,0.05
TW-125802,2017-11-02,33.27,Premium,0.237
TW-125803,2017-11-01,17.64,Core,0.054
TW-125803,2017-11-02,25.4,AddOn,0.827
TW-125803,2017-11-02,38.77,Core,0.051
TW-125803,2017-11-01,33.97,Plus,0.446
TW-125804,2017-11-26,39.6,Premium,0.265
TW-125804,2017-11-26,30.76,Premium,0.635
TW-125804,2017-11-25,39.18,Premium,0.291
TW-125805,2017-11-26,32.18,AddOn,0.807
TW-125805,2017-11-26,32.17,Plus,0.625
TW-125806,2017-11-25,27.87,Core,0.428
TW-125806,2017-11-26,42.68,AddOn,0.783
TW-125807,2017-11-25,26.28,Premium,0.864
TW-125807,2017-11-25,20.56,Plus,0.555
TW-125807,2017-11-26,23.12,Plus,0.338
TW-125807,2017-11-26,24.48,Premium,0.571
TW-125808,2017-11-26,26.62,AddOn,0.598
TW-125809,2017-11-25,23.76,Core,0.291
