customer_id,last_purchase,frequency,monetary_total,monetary_avg,recency_days,ticket_volume,resolution_time_avg,social_mentions_count,sentiment_mean,sentiment_min,sentiment_max,sentiment_recent_mean,sentiment_trend,avg_purchase_value,purchase_frequency,clv,churned
TW-119379,2017-10-31,1,34.49,34.49,3043,1,24.0,1,0.0,0.0,0.0,0.0,0.0,34.49,1,1149.6666666666667,0
TW-119380,2017-11-02,4,126.98,31.745,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,31.745,4,4232.666666666667,0
TW-119381,2017-11-01,1,23.21,23.21,3042,2,24.0,2,0.0,0.0,0.0,0.0,0.0,23.21,1,773.6666666666667,0
TW-119382,2017-11-01,3,106.91,35.63666666666666,3042,2,24.0,2,0.0,0.0,0.0,0.0,0.0,35.63666666666666,3,3563.6666666666665,0
TW-119383,2017-11-02,4,135.18,33.795,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,33.795,4,4506.0,0
TW-119384,2017-11-02,2,58.48,29.24,3041,2,24.0,2,0.0,0.0,0.0,0.0,0.0,29.24,2,1949.3333333333333,0
TW-119385,2017-11-02,4,126.72,31.68,3041,2,24.0,2,0.0,0.0,0.0,0.0,0.0,31.68,4,4224.0,0
TW-119386,2017-10-04,4,152.01999999999998,38.005,3070,5,24.0,5,0.0,0.0,0.0,0.0,0.0,38.005,4,5067.333333333334,0
TW-119387,2017-11-02,3,82.88,27.626666666666665,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,27.626666666666665,3,2762.6666666666665,0
TW-119388,2017-11-01,2,64.55,32.275,3042,3,24.0,3,0.0,0.0,0.0,0.0,0.0,32.275,2,2151.6666666666665,0
TW-119389,2017-11-03,1,19.86,19.86,3040,1,24.0,1,0.0,0.0,0.0,0.0,0.0,19.86,1,662.0,0
TW-119390,2017-11-02,4,99.01,24.7525,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,24.7525,4,3300.3333333333335,0
TW-119391,2017-11-02,3,94.93,31.64333333333333,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,31.64333333333333,3,3164.333333333333,0
TW-119392,2017-11-02,3,69.42,23.14,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,23.14,3,2314.0,0
TW-119393,2017-11-01,1,35.33,35.33,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,35.33,1,1177.6666666666667,0
TW-119394,2017-11-01,3,67.04,22.346666666666668,3042,2,24.0,2,0.0,0.0,0.0,0.0,0.0,22.346666666666668,3,2234.666666666667,0
TW-119395,2017-11-02,2,61.28,30.64,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,30.64,2,2042.6666666666667,0
TW-119396,2017-11-01,2,72.80000000000001,36.400000000000006,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,36.400000000000006,2,2426.666666666667,0
TW-119397,2017-11-02,3,88.77,29.59,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,29.59,3,2959.0,0
TW-119398,2017-11-02,1,33.05,33.05,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,33.05,1,1101.6666666666665,0
TW-119399,2017-11-02,4,115.09,28.7725,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,28.7725,4,3836.3333333333335,0
TW-119400,2017-11-23,4,117.21,29.3025,3020,1,24.0,1,1.0,1.0,1.0,1.0,0.0,29.3025,4,3907.0,0
TW-119401,2017-11-02,2,76.68,38.34,3041,3,24.0,3,0.0,0.0,0.0,0.0,0.0,38.34,2,2556.0000000000005,0
TW-119402,2017-10-31,1,23.32,23.32,3043,1,24.0,1,0.0,0.0,0.0,0.0,0.0,23.32,1,777.3333333333334,0
TW-119403,2017-12-01,4,128.95,32.2375,3012,4,24.0,4,0.0,0.0,0.0,0.0,0.0,32.2375,4,4298.333333333333,0
TW-119404,2017-10-31,2,57.61,28.805,3043,1,24.0,1,0.0,0.0,0.0,0.0,0.0,28.805,2,1920.3333333333335,0
TW-119405,2017-10-30,2,49.32,24.66,3044,2,24.0,2,0.0,0.0,0.0,0.0,0.0,24.66,2,1644.0,0
TW-119406,2017-10-30,3,97.64,32.54666666666667,3044,1,24.0,1,-1.0,-1.0,-1.0,-1.0,0.0,32.54666666666667,3,3254.666666666667,1
TW-119407,2017-10-30,2,49.06,24.53,3044,1,24.0,1,0.0,0.0,0.0,0.0,0.0,24.53,2,1635.3333333333335,0
TW-119408,2017-10-30,2,54.15,27.075,3044,1,24.0,1,1.0,1.0,1.0,1.0,0.0,27.075,2,1805.0,0
TW-119409,2017-10-31,4,112.84,28.21,3043,1,24.0,1,0.0,0.0,0.0,0.0,0.0,28.21,4,3761.3333333333335,0
TW-119410,2017-11-02,5,179.26,35.852,3041,5,24.0,5,0.0,0.0,0.0,0.0,0.0,35.852,5,5975.333333333333,0
TW-119411,2017-11-23,2,41.97,20.985,3020,1,24.0,1,0.0,0.0,0.0,0.0,0.0,20.985,2,1399.0,0
TW-119412,2017-11-22,1,24.37,24.37,3021,2,24.0,2,0.0,0.0,0.0,0.0,0.0,24.37,1,812.3333333333334,0
TW-119413,2017-11-23,2,70.41,35.205,3020,1,24.0,1,0.0,0.0,0.0,0.0,0.0,35.205,2,2347.0,0
TW-119414,2017-11-02,1,25.45,25.45,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,25.45,1,848.3333333333334,0
TW-119415,2017-11-02,3,82.93,27.64333333333333,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,27.64333333333333,3,2764.333333333333,0
TW-119416,2017-11-01,1,36.92,36.92,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,36.92,1,1230.6666666666667,0
TW-119417,2017-11-02,4,145.68,36.42,3041,4,24.0,4,0.0,0.0,0.0,0.0,0.0,36.42,4,4856.0,0
TW-119418,2017-11-02,4,119.16,29.79,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,29.79,4,3972.0,0
TW-119419,2017-11-02,3,81.02,27.006666666666664,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,27.006666666666664,3,2700.6666666666665,0
TW-119420,2017-11-23,3,82.64,27.546666666666667,3020,2,24.0,2,0.0,0.0,0.0,0.0,0.0,27.546666666666667,3,2754.666666666667,0
TW-119421,2017-11-01,2,64.31,32.155,3042,2,24.0,2,0.0,0.0,0.0,0.0,0.0,32.155,2,2143.666666666667,0
TW-119422,2017-11-23,1,32.14,32.14,3020,1,24.0,1,0.0,0.0,0.0,0.0,0.0,32.14,1,1071.3333333333335,0
TW-119423,2017-10-31,1,32.4,32.4,3043,1,24.0,1,0.0,0.0,0.0,0.0,0.0,32.4,1,1080.0,0
TW-119424,2017-11-01,2,65.25999999999999,32.629999999999995,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,32.629999999999995,2,2175.333333333333,0
TW-119425,2017-11-02,3,91.87,30.62333333333333,3041,2,24.0,2,0.0,0.0,0.0,0.0,0.0,30.62333333333333,3,3062.333333333333,0
TW-119426,2017-11-02,7,267.57,38.22428571428571,3041,9,24.0,9,0.0,0.0,0.0,0.0,0.0,38.22428571428571,7,8919.0,1
TW-119427,2017-11-02,6,223.67,37.278333333333336,3041,7,24.0,7,0.0,0.0,0.0,0.0,0.0,37.278333333333336,6,7455.666666666668,1
TW-119428,2017-11-02,4,105.89,26.4725,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,26.4725,4,3529.666666666667,0
TW-119429,2017-11-02,4,119.56,29.89,3041,3,24.0,3,0.0,0.0,0.0,0.0,0.0,29.89,4,3985.3333333333335,0
TW-119430,2017-11-08,5,254.79,50.958,3035,13,24.0,13,-0.1538461538461538,-1.0,0.0,0.0,0.1538461538461538,50.958,5,8493.0,1
TW-119431,2017-11-02,3,95.79,31.930000000000003,3041,2,24.0,2,0.0,0.0,0.0,0.0,0.0,31.930000000000003,3,3193.0000000000005,0
TW-119432,2017-11-02,6,243.0,40.5,3041,7,24.0,7,0.0,0.0,0.0,0.0,0.0,40.5,6,8100.0,1
TW-119434,2017-11-02,4,112.91,28.2275,3041,2,24.0,2,0.0,0.0,0.0,0.0,0.0,28.2275,4,3763.6666666666665,0
TW-119435,2017-11-01,3,93.7,31.23333333333333,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,31.23333333333333,3,3123.333333333333,0
TW-119436,2017-11-01,3,91.1,30.366666666666664,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,30.366666666666664,3,3036.6666666666665,0
TW-119437,2017-11-02,3,78.17,26.05666666666667,3041,2,24.0,2,0.0,0.0,0.0,0.0,0.0,26.05666666666667,3,2605.666666666667,0
TW-119438,2017-10-31,3,122.28,40.76,3043,4,24.0,4,0.0,0.0,0.0,0.0,0.0,40.76,3,4076.0,0
TW-119439,2017-11-02,12,840.14,70.01166666666667,3041,30,24.0,30,0.0,0.0,0.0,0.0,0.0,70.01166666666667,12,28004.66666666667,1
TW-119440,2017-11-09,4,85.15,21.2875,3034,1,24.0,1,0.0,0.0,0.0,0.0,0.0,21.2875,4,2838.3333333333335,0
TW-119441,2017-10-27,4,108.45,27.1125,3047,1,24.0,1,0.0,0.0,0.0,0.0,0.0,27.1125,4,3615.0000000000005,0
TW-119442,2017-11-03,3,138.07,46.02333333333333,3040,7,24.0,7,0.0,0.0,0.0,0.0,0.0,46.02333333333333,3,4602.333333333333,1
TW-119443,2017-11-01,2,50.120000000000005,25.06,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,25.06,2,1670.6666666666667,0
TW-119444,2017-11-02,1,36.14,36.14,3041,2,24.0,2,0.0,0.0,0.0,0.0,0.0,36.14,1,1204.6666666666667,0
TW-119445,2017-11-23,4,128.6,32.15,3020,1,24.0,1,0.0,0.0,0.0,0.0,0.0,32.15,4,4286.666666666667,0
TW-119446,2017-11-21,4,117.63,29.4075,3022,5,24.0,5,0.0,0.0,0.0,0.0,0.0,29.4075,4,3921.0,0
TW-119447,2017-11-02,4,138.51999999999998,34.629999999999995,3041,4,24.0,4,0.0,0.0,0.0,0.0,0.0,34.629999999999995,4,4617.333333333333,0
TW-119448,2017-11-02,3,100.74,33.580000000000005,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,33.580000000000005,3,3358.0000000000005,0
TW-119449,2017-11-02,2,70.16,35.08,3041,3,24.0,3,0.0,0.0,0.0,0.0,0.0,35.08,2,2338.6666666666665,0
TW-119450,2017-11-02,1,20.95,20.95,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,20.95,1,698.3333333333334,0
TW-119451,2017-11-02,4,102.48,25.62,3041,4,24.0,4,0.0,0.0,0.0,0.0,0.0,25.62,4,3416.0000000000005,0
TW-119452,2017-10-30,2,62.36,31.18,3044,4,24.0,4,0.0,0.0,0.0,0.0,0.0,31.18,2,2078.6666666666665,0
TW-119453,2017-11-02,4,123.33,30.8325,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,30.8325,4,4111.0,0
TW-119454,2017-11-01,1,40.05,40.05,3042,2,24.0,2,0.0,0.0,0.0,0.0,0.0,40.05,1,1335.0,0
TW-119455,2017-11-02,1,17.56,17.56,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,17.56,1,585.3333333333333,0
TW-119456,2017-11-02,4,160.67,40.1675,3041,3,24.0,3,0.0,0.0,0.0,0.0,0.0,40.1675,4,5355.666666666666,0
TW-119457,2017-11-01,1,37.88,37.88,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,37.88,1,1262.6666666666667,0
TW-119458,2017-11-02,2,48.59,24.295,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,24.295,2,1619.6666666666667,0
TW-119461,2017-11-02,1,34.71,34.71,3041,2,24.0,2,0.0,0.0,0.0,0.0,0.0,34.71,1,1157.0,0
TW-119463,2017-11-01,1,39.83,39.83,3042,2,24.0,2,0.0,0.0,0.0,0.0,0.0,39.83,1,1327.6666666666667,0
TW-119464,2017-11-02,3,77.65,25.883333333333336,3041,2,24.0,2,0.0,0.0,0.0,0.0,0.0,25.883333333333336,3,2588.3333333333335,0
TW-119465,2017-11-01,1,34.96,34.96,3042,2,24.0,2,0.0,0.0,0.0,0.0,0.0,34.96,1,1165.3333333333335,0
TW-119466,2017-11-02,1,36.18,36.18,3041,1,24.0,1,1.0,1.0,1.0,1.0,0.0,36.18,1,1206.0,0
TW-119467,2017-11-02,5,148.13,29.626,3041,3,24.0,3,0.0,0.0,0.0,0.0,0.0,29.626,5,4937.666666666667,0
TW-119468,2017-11-02,1,31.86,31.86,3041,2,24.0,2,0.0,0.0,0.0,0.0,0.0,31.86,1,1062.0,0
TW-119469,2017-11-02,2,61.78,30.89,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,30.89,2,2059.3333333333335,0
TW-119470,2017-11-02,1,39.57,39.57,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,39.57,1,1319.0,0
TW-119471,2017-11-02,1,35.98,35.98,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,35.98,1,1199.3333333333333,0
TW-119472,2017-11-02,3,74.39,24.796666666666667,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,24.796666666666667,3,2479.666666666667,0
TW-119473,2017-11-02,4,129.92000000000002,32.480000000000004,3041,6,24.0,6,0.0,0.0,0.0,0.0,0.0,32.480000000000004,4,4330.666666666667,1
TW-119474,2017-11-02,4,105.35,26.3375,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,26.3375,4,3511.6666666666665,0
TW-119475,2017-11-02,4,84.69,21.1725,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,21.1725,4,2823.0,0
TW-119476,2017-11-01,1,26.36,26.36,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,26.36,1,878.6666666666666,0
TW-119477,2017-11-02,2,69.61000000000001,34.80500000000001,3041,3,24.0,3,0.0,0.0,0.0,0.0,0.0,34.80500000000001,2,2320.333333333334,0
TW-119478,2017-11-01,2,56.95,28.475,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,28.475,2,1898.3333333333335,0
TW-119479,2017-11-02,5,163.32999999999998,32.666,3041,4,24.0,4,0.25,0.0,1.0,0.25,0.0,32.666,5,5444.333333333333,0
TW-119480,2017-11-01,1,18.16,18.16,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,18.16,1,605.3333333333334,0
TW-119481,2017-11-02,3,100.22,33.406666666666666,3041,4,24.0,4,0.0,0.0,0.0,0.0,0.0,33.406666666666666,3,3340.666666666667,0
TW-119482,2017-11-02,3,93.93,31.31,3041,2,24.0,2,0.0,0.0,0.0,0.0,0.0,31.31,3,3131.0,0
TW-119483,2017-11-29,2,51.95,25.975,3014,2,24.0,2,0.0,0.0,0.0,0.0,0.0,25.975,2,1731.6666666666667,0
TW-119484,2017-11-22,4,121.11,30.2775,3021,2,24.0,2,0.0,0.0,0.0,0.0,0.0,30.2775,4,4037.0,0
TW-119485,2017-11-02,2,59.2,29.6,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,29.6,2,1973.3333333333335,0
TW-119486,2017-11-01,1,21.68,21.68,3042,2,24.0,2,0.0,0.0,0.0,0.0,0.0,21.68,1,722.6666666666666,0
TW-119487,2017-11-23,2,49.4,24.7,3020,1,24.0,1,0.0,0.0,0.0,0.0,0.0,24.7,2,1646.6666666666667,0
TW-119488,2017-11-01,1,23.18,23.18,3042,2,24.0,2,0.0,0.0,0.0,0.0,0.0,23.18,1,772.6666666666667,0
TW-119489,2017-11-02,4,132.66,33.165,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,33.165,4,4422.0,0
TW-119493,2017-11-02,1,19.36,19.36,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,19.36,1,645.3333333333334,0
TW-119494,2017-11-01,3,76.38,25.46,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,25.46,3,2546.0,0
TW-119495,2017-11-01,4,118.59,29.6475,3042,3,24.0,3,0.0,0.0,0.0,0.0,0.0,29.6475,4,3953.0000000000005,0
TW-119496,2017-11-02,3,81.78,27.26,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,27.26,3,2726.0,0
TW-119497,2017-11-02,3,99.76,33.25333333333334,3041,2,24.0,2,-0.5,-1.0,0.0,-0.5,0.0,33.25333333333334,3,3325.333333333334,1
TW-119498,2017-10-31,4,160.07999999999998,40.02,3043,7,24.0,7,0.1428571428571428,0.0,1.0,0.1428571428571428,0.0,40.02,4,5336.000000000001,1
TW-119499,2017-10-30,1,22.13,22.13,3044,1,24.0,1,0.0,0.0,0.0,0.0,0.0,22.13,1,737.6666666666666,0
TW-119500,2017-11-01,2,44.44,22.22,3042,2,24.0,2,0.0,0.0,0.0,0.0,0.0,22.22,2,1481.3333333333333,0
TW-119501,2017-11-01,3,101.04,33.68,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,33.68,3,3368.0,0
TW-119502,2017-11-02,6,200.88,33.48,3041,8,24.0,8,0.0,0.0,0.0,0.0,0.0,33.48,6,6696.0,1
TW-119503,2017-11-01,3,105.74,35.24666666666667,3042,5,24.0,5,0.0,0.0,0.0,0.0,0.0,35.24666666666667,3,3524.666666666667,0
TW-119504,2017-11-02,5,145.99,29.198,3041,3,24.0,3,0.0,0.0,0.0,0.0,0.0,29.198,5,4866.333333333334,0
TW-119505,2017-11-02,3,81.86,27.286666666666665,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,27.286666666666665,3,2728.666666666667,0
TW-119506,2017-11-01,2,61.81,30.905,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,30.905,2,2060.3333333333335,0
TW-119507,2017-11-02,2,68.83,34.415,3041,3,24.0,3,0.0,0.0,0.0,0.0,0.0,34.415,2,2294.3333333333335,0
TW-119508,2017-11-02,3,103.41,34.47,3041,3,24.0,3,0.0,0.0,0.0,0.0,0.0,34.47,3,3447.0,0
TW-119509,2017-11-02,4,111.37,27.8425,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,27.8425,4,3712.3333333333335,0
TW-119510,2017-11-02,2,57.45,28.725,3041,2,24.0,2,0.0,0.0,0.0,0.0,0.0,28.725,2,1915.0000000000002,0
TW-119512,2017-11-02,2,57.77,28.885,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,28.885,2,1925.6666666666667,0
TW-119513,2017-11-02,4,102.09,25.5225,3041,2,24.0,2,0.0,0.0,0.0,0.0,0.0,25.5225,4,3403.0000000000005,0
TW-119515,2017-11-02,1,21.45,21.45,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,21.45,1,715.0,0
TW-119516,2017-11-01,4,112.28,28.07,3042,2,24.0,2,0.0,0.0,0.0,0.0,0.0,28.07,4,3742.666666666667,0
TW-119517,2017-11-02,4,110.88,27.72,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,27.72,4,3696.0,0
TW-119518,2017-11-01,4,135.74,33.935,3042,2,24.0,2,0.5,0.0,1.0,0.5,0.0,33.935,4,4524.666666666667,0
TW-119519,2017-11-23,3,80.72,26.906666666666663,3020,2,24.0,2,0.0,0.0,0.0,0.0,0.0,26.906666666666663,3,2690.666666666666,0
TW-119520,2017-11-01,2,64.85,32.425,3042,3,24.0,3,0.0,0.0,0.0,0.0,0.0,32.425,2,2161.6666666666665,0
TW-119521,2017-11-02,3,82.58,27.526666666666667,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,27.526666666666667,3,2752.6666666666665,0
TW-119522,2017-11-02,4,114.25,28.5625,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,28.5625,4,3808.3333333333335,0
TW-119523,2017-11-02,4,111.03,27.7575,3041,4,24.0,4,0.0,0.0,0.0,0.0,0.0,27.7575,4,3701.0,0
TW-119524,2017-11-02,4,124.84,31.21,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,31.21,4,4161.333333333334,0
TW-119525,2017-11-01,2,62.42,31.21,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,31.21,2,2080.666666666667,0
TW-119526,2017-11-22,1,40.15,40.15,3021,2,24.0,2,0.0,0.0,0.0,0.0,0.0,40.15,1,1338.3333333333333,0
TW-119527,2017-11-02,1,38.94,38.94,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,38.94,1,1298.0,0
TW-119528,2017-11-24,5,190.06,38.012,3019,6,24.0,6,0.0,0.0,0.0,0.0,0.0,38.012,5,6335.333333333334,1
TW-119529,2017-10-20,6,193.81,32.30166666666667,3054,7,24.0,7,0.0,0.0,0.0,0.0,0.0,32.30166666666667,6,6460.333333333334,1
TW-119530,2017-11-02,4,108.09,27.0225,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,27.0225,4,3603.0000000000005,0
TW-119531,2017-11-02,3,61.24,20.41333333333333,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,20.41333333333333,3,2041.3333333333333,0
TW-119532,2017-11-01,1,27.08,27.08,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,27.08,1,902.6666666666666,0
TW-119533,2017-11-02,3,79.71,26.57,3041,3,24.0,3,0.0,0.0,0.0,0.0,0.0,26.57,3,2657.0000000000005,0
TW-119534,2017-11-02,5,160.19,32.038,3041,3,24.0,3,0.0,0.0,0.0,0.0,0.0,32.038,5,5339.666666666667,0
TW-119535,2017-11-02,1,36.48,36.48,3041,2,24.0,2,0.5,0.0,1.0,0.5,0.0,36.48,1,1216.0,0
TW-119536,2017-11-01,4,113.6,28.4,3042,3,24.0,3,0.0,0.0,0.0,0.0,0.0,28.4,4,3786.6666666666665,0
TW-119537,2017-11-02,3,71.09,23.69666666666667,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,23.69666666666667,3,2369.666666666667,0
TW-119538,2017-10-31,4,124.99,31.2475,3043,2,24.0,2,0.0,0.0,0.0,0.0,0.0,31.2475,4,4166.333333333333,0
TW-119539,2017-11-02,2,61.1,30.55,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,30.55,2,2036.6666666666667,0
TW-119540,2017-11-01,2,62.34,31.17,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,31.17,2,2078.0,0
TW-119541,2017-11-02,3,103.7,34.56666666666667,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,34.56666666666667,3,3456.6666666666674,0
TW-119542,2017-11-02,4,97.93,24.4825,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,24.4825,4,3264.3333333333335,0
TW-119543,2017-11-02,4,133.28,33.32,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,33.32,4,4442.666666666667,0
TW-119544,2017-11-02,1,18.68,18.68,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,18.68,1,622.6666666666666,0
TW-119545,2017-11-02,3,86.74,28.91333333333333,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,28.91333333333333,3,2891.3333333333335,0
TW-119546,2017-11-02,3,100.22,33.406666666666666,3041,2,24.0,2,0.0,0.0,0.0,0.0,0.0,33.406666666666666,3,3340.666666666667,0
TW-119547,2017-11-02,2,68.19999999999999,34.099999999999994,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,34.099999999999994,2,2273.333333333333,0
TW-119548,2017-11-02,4,116.91,29.2275,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,29.2275,4,3897.0,0
TW-119549,2017-11-02,3,69.44,23.146666666666665,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,23.146666666666665,3,2314.6666666666665,0
TW-119550,2017-11-01,3,104.57,34.85666666666666,3042,1,24.0,1,1.0,1.0,1.0,1.0,0.0,34.85666666666666,3,3485.6666666666665,0
TW-119551,2017-11-01,4,168.07999999999998,42.02,3042,4,24.0,4,0.0,0.0,0.0,0.0,0.0,42.02,4,5602.666666666667,0
TW-119552,2017-11-01,4,105.13,26.2825,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,26.2825,4,3504.3333333333335,0
TW-119553,2017-10-31,2,57.06,28.53,3043,1,24.0,1,0.0,0.0,0.0,0.0,0.0,28.53,2,1902.0000000000002,0
TW-119554,2017-11-04,5,181.97,36.394,3039,5,24.0,5,0.2,0.0,1.0,0.0,-0.2,36.394,5,6065.666666666667,0
TW-119555,2017-11-02,4,89.71000000000001,22.4275,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,22.4275,4,2990.333333333333,0
TW-119556,2017-11-02,4,124.73,31.1825,3041,2,24.0,2,0.5,0.0,1.0,0.5,0.0,31.1825,4,4157.666666666667,0
TW-119557,2017-11-02,3,97.64,32.54666666666667,3041,2,24.0,2,0.0,0.0,0.0,0.0,0.0,32.54666666666667,3,3254.666666666667,0
TW-119558,2017-11-02,3,91.11,30.37,3041,2,24.0,2,0.0,0.0,0.0,0.0,0.0,30.37,3,3037.0,0
TW-119559,2017-11-21,4,137.46,34.365,3022,3,24.0,3,0.0,0.0,0.0,0.0,0.0,34.365,4,4582.0,0
TW-119560,2017-11-01,2,56.650000000000006,28.325000000000003,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,28.325000000000003,2,1888.3333333333335,0
TW-119561,2017-11-02,3,73.49000000000001,24.49666666666667,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,24.49666666666667,3,2449.666666666667,0
TW-119562,2017-11-01,6,265.7,44.28333333333333,3042,6,24.0,6,0.0,0.0,0.0,0.0,0.0,44.28333333333333,6,8856.666666666666,1
TW-119563,2017-10-31,2,80.35,40.175,3043,5,24.0,5,0.0,0.0,0.0,0.0,0.0,40.175,2,2678.333333333333,0
TW-119564,2017-11-02,3,94.69,31.563333333333333,3041,5,24.0,5,0.0,0.0,0.0,0.0,0.0,31.563333333333333,3,3156.3333333333335,0
TW-119565,2017-11-02,3,88.06,29.35333333333333,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,29.35333333333333,3,2935.3333333333335,0
TW-119566,2017-11-02,1,24.85,24.85,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,24.85,1,828.3333333333334,0
TW-119567,2017-11-02,4,105.18,26.295,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,26.295,4,3506.0000000000005,0
TW-119568,2017-11-22,1,38.36,38.36,3021,2,24.0,2,0.5,0.0,1.0,0.5,0.0,38.36,1,1278.6666666666667,0
TW-119569,2017-11-23,2,49.85,24.925,3020,2,24.0,2,0.0,0.0,0.0,0.0,0.0,24.925,2,1661.6666666666667,0
TW-119570,2017-11-02,4,112.94,28.235,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,28.235,4,3764.6666666666665,0
TW-119571,2017-11-02,3,72.42,24.14,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,24.14,3,2414.0,0
TW-119572,2017-11-01,4,129.66,32.415,3042,2,24.0,2,0.0,0.0,0.0,0.0,0.0,32.415,4,4322.0,0
TW-119573,2017-10-31,1,28.9,28.9,3043,1,24.0,1,0.0,0.0,0.0,0.0,0.0,28.9,1,963.3333333333334,0
TW-119574,2017-11-02,3,119.03,39.67666666666667,3041,3,24.0,3,0.0,0.0,0.0,0.0,0.0,39.67666666666667,3,3967.666666666667,0
TW-119575,2017-11-02,2,72.0,36.0,3041,4,24.0,4,0.25,0.0,1.0,0.25,0.0,36.0,2,2400.0,0
TW-119576,2017-11-02,4,108.27,27.0675,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,27.0675,4,3609.0,0
TW-119577,2017-12-02,3,64.78999999999999,21.596666666666664,3011,1,24.0,1,0.0,0.0,0.0,0.0,0.0,21.596666666666664,3,2159.6666666666665,0
TW-119578,2017-11-02,2,66.56,33.28,3041,2,24.0,2,0.0,0.0,0.0,0.0,0.0,33.28,2,2218.666666666667,0
